season,school_id,player_id,player_name,jersey,pos,height,class
2012,29,3,1064643,"Parrom, Kevin",G,6-6,Jr
2012,29,33,1173154,"Perry, Jesse",F,6-7,Sr
2012,29,11,1290727,"Turner, Josiah",G,6-3,Fr
2012,29,52,1064644,"Wiepking, Max",F,6-6,Jr
2012,29,0,1064646,"Wise, Dondre",G,6-1,Sr
2012,30,13,1067035.0,"Adams, Martavius",F,6-8,Sr
2012,30,30,,"Branch, Kinley",F,6-6,So
2012,30,12,1507370.0,"Clark, Bryce",G,6-7,Jr
2012,30,1,1286581.0,"Dickerson, Rakeem",G,6-0,Fr
2012,30,2,947179.0,"Finn, Trey",G,6-2,Jr
2012,30,3,1300026.0,"Griswold, Darion",,6-5,N/A
2012,30,5,1286582.0,"Hooten, Marcus",G,6-3,Jr
2012,30,33,1179614.0,"Kirkland, Malcoln",F,6-8,Sr
2012,30,15,1067036.0,"Peterson, Brandon",F,6-8,Jr
2012,30,10,1402662.0,"Sterrenburg, Adam",G,6-1,Jr
2012,30,24,1179613.0,"Townsel, Ed",G,6-0,So
2012,30,40,1286586.0,"Washington, Kendrick",F,6-7,Jr
2012,30,23,1521144.0,"Weaver, Jordan",G,6-3,So
2012,30,34,1625710.0,"Zuppardo, Johnny",F,6-9,Fr
2012,31,4,1401110,"Abron, Devonta",F,6-8,Fr
2012,31,20,1176506,"Haydar, Kikko",G,5-10,So
2012,31,5,1299678,"Henderson, Charlie",F,6-5,So
2012,31,0,1282685,"Madden, Rashad",G,6-5,Fr
2012,31,21,1627105,"Mickelson, Hunter",F,6-10,Fr
2012,31,25,1070931,"Mitchell, Brandon",G,6-4,So
2012,31,23,1513833,"Nobles, Julysses",G,6-1,Jr
2012,31,33,1070930,"Powell, Marshawn",F,6-7,Jr
2012,31,31,861824,"Sanchez, Michael",F,6-8,Sr
2012,31,3,1176507,"Scott, Rickey",G,6-3,So
2012,31,15,1299677,"Spivey, Davion",G,6-2,So
2012,31,14,1288724,"Thompson, Matt",G,6-4,Fr
2012,31,1,1176508,"Wade, Mardracus",G,6-2,So
2012,31,22,1176509,"Waithe, Marvell",F,6-9,Sr
2012,31,11,1282687,"Young, BJ",G,6-3,Fr
2012,32,1,1320603,"Crass, Ted",,5-10,N/A
2012,32,24,1288356,"Dillard, Ben",G,6-2,Fr
2012,32,22,1288354,"Fondren, Reggie",G,6-3,Jr
2012,32,13,1405774,"Guy, Chuck",G,5-10,So
2012,32,12,951781,"Jackson, Courtney",F,6-6,Sr
2012,32,44,1288359,"Javes, Michael",F,6-10,Fr
2012,32,5,1398861,"Lawton, Eric",G,6-0,Jr
2012,32,55,1177250,"Leeper, Gus",F,6-10,So
2012,32,23,1288355,"Lockhart, Taggart",F,6-4,Fr
2012,32,21,1068728,"Louzeiro, Marlon",F,6-7,Sr
2012,32,53,1288360,"Neighbour, Will",F,6-10,So
2012,32,2,1177244,"Sutherland, Tramar",G,6-3,Sr
2012,32,33,1734966,"White, James",F,6-8,Fr
2012,32,11,1515431,"Wilkerson, Tre'Von",G,5-8,Fr
2012,32,10,1177246,"Williams, D'Andre",G,5-10,Sr
2012,32,1,1288352,"Wilmath, Casey",G,6-2,Fr
2012,33,11,1172968,"Corliss, Zach",G,6-2,Jr
2012,33,23,1172971,"Davis, Stephen",F,6-4,Sr
2012,33,5,1071987,"Domsic, Grant",G,6-2,Sr
2012,33,1,1172966,"Edens, Austin",G,6-0,Sr
2012,33,4,1295953,"Hale, Zac",F,6-4,Fr
2012,33,3,1172967,"Horn, Mychal",G,5-10,Sr
2012,33,24,1172972,"Jones, DeVon",F,6-6,Sr
2012,33,12,1172973,"Love, Allen",G,6-3,So
2012,33,14,1295954,"Loyd, Antonio",F,6-6,Jr
2012,33,2,1295952,"Miller, Aric",G,6-3,Jr
2012,33,34,1295957,"Sabiiti, Shema",G,6-6,Fr
2012,33,10,957581,"VanLandingham, Chris",G,6-4,Sr
2012,33,22,1172970,"Williams, Keyshore",G,6-3,Sr
2012,33,32,1295955,"Williford, Antroine",F,6-7,Jr
2012,33,33,1295956,"Winn, J.C.",F,6-5,Jr
2012,35,22,1188512,"Berlin, Jordan",G,6-4,So
2012,35,50,1292121,"Cannon, Cody",C,6-6,So
2012,35,23,1188514,"Childs, Antoine",F,6-6,Sr
2012,35,15,1188516,"Evans, Will",F,6-7,So
2012,35,5,1188517,"Harris, David",G,5-5,Jr
2012,35,20,1292117,"Honigford, Paul",F,6-7,Fr
2012,35,10,1292116,"Hudson, Jorian",G,6-3,Fr
2012,35,4,1292107,"Krizancic, Cole",G,6-0,Fr
2012,35,45,1292120,"Meyer, Chris",F,6-6,Jr
2012,35,42,1292119,"Mixer, Ben",C,6-11,Fr
2012,35,35,1292118,"Riggs, T.J.",G,6-3,Fr
2012,35,1,1188519,"Steward, Ronnie",G,5-10,Jr
2012,35,32,1188520,"Thomas, Dawuan",G,6-1,Fr
2012,35,11,1077156,"Yates, Evan",C,6-6,Jr
2012,36,23,1298550,"Adams, Antonio",G,6-4,So
2012,36,2,1189385,"Auriemma, Mike",G,6-1,Jr
2012,36,40,1078005,"Beinert, Tim",F,6-6,Jr
2012,36,52,970172,"Birendorf, Shachar",G,6-6,Sr
2012,36,10,970173,"Donahue, Kevin",G,6-0,Sr
2012,36,1,1078007,"Haynes, Kellon",G,6-2,Jr
2012,36,11,1189387,"Hodge, Akil",G,6-3,Sr
2012,36,22,1298549,"Pierre, Roup",G,5-7,So
2012,36,21,1078009,"Quick, Ronson",F,6-6,Jr
2012,36,20,1078010,"Rozsnaki, Ryan",G,6-0,Jr
2012,36,3,1189386,"Schmidt, Cory",G,6-3,So
2012,36,12,970176,"Stewart, Jeff",F,6-6,Sr
2012,36,25,1298551,"Wooten, Brandon",G,6-1,Sr
2012,36,33,1298552,"Zenevitch, Jimmy",F,6-8,Fr
2012,37,41,1067486,"Chubb, Rob",C,6-10,Jr
2012,37,3,1176334,"Denson, Chris",G,6-2,So
2012,37,25,946966,"Drum, Jake",G,6-5,Sr
2012,37,45,1176335,"Forbes, Adrian",F,6-8,Sr
2012,37,22,1067484,"Gabriel, Kenny",F,6-8,Sr
2012,37,32,1280856,"Johnson, Noel",F,6-6,So
2012,37,50,1280857,"Kouassi, Willy",C,6-10,Fr
2012,37,0,1511980,"Langford, Josh",G,6-7,So
2012,37,4,1280854,"McAfee, Cedric",G,6-3,Fr
2012,37,5,1402109,"Morena, Bernard",F,6-8,Fr
2012,37,15,946963,"Neysmith, Tony",G,6-5,Sr
2012,37,2,1176333,"Payne, Allen",F,6-6,So
2012,37,24,1188274,"Rice, T.J.",G,5-9,So
2012,37,44,1081047,"Spencer, Dylan",G,6-4,Jr
2012,37,23,946964,"Sullivan, Frankie",G,6-1,Jr
2012,37,11,946962,"Wallace, Josh",G,5-10,Jr
2012,37,1,1176336,"Ward, Varez",G,6-2,So
2012,38,99,1186330.0,"Booker, Cory",F,6-6,So
2012,38,33,1081239.0,"Bredow, Tyler",G,5-11,Jr
2012,38,20,1296033.0,"Cross, Carter",G,6-1,Fr
2012,38,30,1078745.0,"Cur, Eren",G,6-5,Jr
2012,38,44,968243.0,"Grzesiak-Grimm, Andy",C,6-8,Sr
2012,38,31,1186331.0,"Harrison, Brandon",F,6-6,So
2012,38,11,1186332.0,"Hines, Parker",G,6-0,So
2012,38,32,972827.0,"Humphrey, Anthony",G,6-2,Sr
2012,38,98,,"Kone, Sayf El Din",C,6-5,So
2012,38,2,1186333.0,"Krupke, Andrew",G,6-3,So
2012,38,97,1296035.0,"Kuzucan, Dogukan",G,6-1,Jr
2012,38,96,,"Niver, Grant",G,6-4,Jr
2012,38,95,,"Novitsky, Nik",G,6-1,So
2012,38,55,968244.0,"Polta, Cory",F,6-4,Sr
2012,38,34,1296038.0,"Schmidt, Alex",C,6-9,Fr
2012,38,4,1078750.0,"Schmidt, Tyler",G,5-10,Jr
2012,38,94,1296039.0,"Scully, Derek",G,6-2,Jr
2012,38,23,1186336.0,"Seidlitz, Andy",G,6-2,So
2012,38,15,968241.0,"Sorenson, Brett",G,6-2,Sr
2012,38,24,1296040.0,"St. Anthony, Matt",G,6-2,Fr
2012,38,10,1296041.0,"Veach, Noah",F,6-3,So
2012,38,3,1186337.0,"Weber, Dave",G,5-10,So
2012,38,5,1186338.0,"Young, Dannie",G,5-10,So
2012,39,10,1189322.0,"Armour, Kyle",G,6-0,Jr
2012,39,3,1189323.0,"Armstrong, O'Neal",G,5-6,Sr
2012,39,22,858591.0,"Beal, Tye",G,5-9,Sr
2012,39,13,1291477.0,"Boyce, D'Angelo",G,6-1,Fr
2012,39,54,1291479.0,"Cameron, Kelth",C,6-7,Jr
2012,39,2,1291473.0,"Doby, Harold",F,6-6,So
2012,39,50,1291480.0,"Drummer, Ivory",G,6-2,Fr
2012,39,51,1291481.0,"Foreman, Trevor",G,5-11,Fr
2012,39,24,1291478.0,"Hill, Roman",G,6-3,So
2012,39,45,1078087.0,"Keels, Travis",F,6-9,Jr
2012,39,11,1291475.0,"Manning, Jay",G,6-3,Fr
2012,39,52,,"Obu, Obu",G,5-10,So
2012,39,40,1189328.0,"Robinson, Charles",F,6-8,Fr
2012,39,12,1291476.0,"Robinson, Chris",G,5-7,Jr
2012,39,5,1291474.0,"Thomas, Devonte",G,6-5,Fr
2012,39,4,1189326.0,"Wright-Nelson, Devon",F,6-5,Fr
2012,40,25,971079,"Anderson, Chris",G,6-4,Sr
2012,40,14,1176181,"Calcagno, Sam",G,5-9,So
2012,40,20,971082,"Desimone, Brian",G,6-1,Sr
2012,40,42,1076864,"Dexter, George",F,6-7,Jr
2012,40,24,971083,"Dwyer, Griffin",G,6-1,Sr
2012,40,96,1298845,"Dziagwa, Alex",,6-9,N/A
2012,40,32,1296123,"Jurgutis, Danielius",G,6-0,Fr
2012,40,52,1076863,"Kunz, Brandon",C,6-7,Jr
2012,40,30,1176184,"Lusson, Austin",G,6-2,So
2012,40,97,1298846,"Miller, Cole",,-,N/A
2012,40,45,1076865,"Norton, Kameron",C,6-6,Jr
2012,40,23,971084,"Rorer, Troy",G,6-2,Sr
2012,40,22,1296375,"Roth, Mark",,6-1,N/A
2012,40,22,1076867,"Safranski, Eric",G,6-0,Sr
2012,40,44,1076868,"Scarlata, Luke",C,6-9,Jr
2012,40,40,1176176,"Schlitter, Kevin",C,6-8,So
2012,40,98,1298847,"Thompson, Brandon",,6-1,N/A
2012,40,34,852742,"Voiles, Bryant",F,6-9,Sr
2012,40,50,1176169,"Waibel, Kevin",C,6-7,Jr
2012,41,22,1297882,"Bennett, Nick",G,6-2,Jr
2012,41,33,853869,"De Zeeuw, Derrick",F,6-7,Sr
2012,41,23,1297883,"Fritsch, David",G,6-3,Jr
2012,41,50,960102,"Jorgensen, Eric",F,6-8,Jr
2012,41,25,1181290,"Malashenko, Yuriy",F,6-6,So
2012,41,1,1065859,"McCaffrey, Cameron",G,6-1,Jr
2012,41,5,1297879,"Murray, Drae",G,5-9,Sr
2012,41,32,1181289,"Newell, Dajon",G,5-10,Fr
2012,41,43,960101,"Nomeland, Leif",F,6-7,Jr
2012,41,11,1297881,"Norwood, Scotty",G,6-0,Jr
2012,41,30,1065862,"Olson, Brennan",F,6-5,So
2012,41,24,1326117,"Peterka, Adam",,-,N/A
2012,41,24,1297884,"Pierce, Evan",G,6-3,Fr
2012,41,42,1297886,"Reker, Ben",F,6-7,Fr
2012,41,31,1297885,"Richter, Alex",G,6-5,Fr
2012,41,21,960098,"Schilling, Cody",G,6-5,Sr
2012,41,10,1297880,"Thada, Vaughn",G,6-4,Fr
2012,42,33,1191232,"Adams, Mark",G,6-3,Jr
2012,42,98,1299970,"Adkins, Anton",,-,N/A
2012,42,23,1286209,"Baker, Taj",G,6-1,Jr
2012,42,91,1180633,"Bird, Justin",G,5-9,So
2012,42,99,1066050,"Brenner, Raymond",G,5-10,Jr
2012,42,12,1180609,"Bumber, Mike",G,6-2,Jr
2012,42,21,1076145,"Crow, Ryan",G,6-6,Jr
2012,42,96,1286210,"Denlinger, Chaon",F,6-3,Fr
2012,42,31,1286211,"Gant, Sean",G,6-0,Fr
2012,42,94,1286212,"Geralds, Jarius",F,6-3,Fr
2012,42,93,1286213,"Goulding, Tommy",G,6-0,Fr
2012,42,92,1296374,"Hannah, Thomas",,-,N/A
2012,42,90,1286215,"Harreld, Ryan",G,6-2,Fr
2012,42,22,1286216,"Hayes, Brandon",G,6-1,Fr
2012,42,4,1286217,"Hester, Jordan",G,6-0,So
2012,42,15,1286218,"Hunter, Contino",G,6-0,Sr
2012,42,10,1180607,"Iventosch, Joel",G,6-0,Jr
2012,42,14,1286219,"Johnson, Domonique",G,5-11,Fr
2012,42,24,1286220,"Kwiatkowski, Joe",F,6-4,Fr
2012,42,3,1180605,"Laskowski, Scott",F,6-5,So
2012,42,89,1286221,"Love-Gipson, Kimley",G,6-1,Fr
2012,42,66,1286222,"Napier, Wade",G,5-10,Fr
2012,42,30,1286223,"Pilmer, Kyle",C,6-8,Fr
2012,42,5,1180628,"Schubert, Martin",G,6-2,Jr
2012,42,11,1286224,"Vega, Esteban",G,5-9,Jr
2012,42,13,1286225,"Walker, Gavin",G,5-11,Fr
2012,42,20,1180610,"Winstead, Tyler",C,6-8,Sr
2012,43,20,1177007,"Baker, Melvin",F,6-7,Sr
2012,43,32,1069552,"Blake, Justin",G,6-3,Jr
2012,43,5,1288978,"Brown, Andre",F,6-5,Fr
2012,43,25,957686,"Campbell, Anthony",F,6-7,Jr
2012,43,1,1288976,"Clyburn, Jerome",G,6-1,Jr
2012,43,3,1288977,"Covington, Kevin",G,6-1,Fr
2012,43,12,1177005,"Edmondson, TyShwan",G,6-3,Sr
2012,43,21,848277,"Fraley, John",C,6-9,Sr
2012,43,15,1288979,"Freeman, Chris",F,6-6,Fr
2012,43,11,1177004,"Greer, Thomas",G,6-5,Fr
2012,43,24,1177009,"Harms, Joe",F,6-8,Fr
2012,43,33,1177010,"Hasse, Matt",C,6-10,So
2012,43,22,1519790,"Lawrence, Herdie",G,6-1,Fr
2012,43,23,1177008,"Terry, Josh",F,6-5,Sr
2012,43,10,1177003,"Triggs, Will",F,6-6,So
2012,43,14,1177006,"Williams, Alton",G,6-3,So
2012,44,11,1295653,"Blohm, Hunter",G,5-10,Fr
2012,44,20,1295654,"Chandler, Grant",G,6-0,Jr
2012,44,40,1295658,"Coleman, Chris",G,6-3,So
2012,44,50,1074178,"Ford, Nick",C,6-7,Jr
2012,44,30,1187235,"Garrison, Melvin",G,5-10,So
2012,44,52,1295661,"Hughes, Mark",F,6-3,So
2012,44,1,1295651,"Kelly, Jordan",G,6-0,Fr
2012,44,44,1183028,"Phelps, Chris",F,6-2,So
2012,44,43,1295660,"Phinn, Stephen",C,6-5,Fr
2012,44,22,1074176,"Pierce, Justin",G,6-4,Jr
2012,44,12,1183027,"Porter, Paul",C,6-4,So
2012,44,42,1295659,"Potter, Tim",F,6-4,Fr
2012,44,10,1295652,"Ram, Sunil",G,5-11,Fr
2012,44,3,1187237,"Redd, Shannon",G,5-9,Jr
2012,44,14,1187234,"Ruffin, Jeremy",G,5-8,So
2012,44,32,1074171,"Scott, Marquis",G,6-3,Jr
2012,44,34,1295657,"Setters, Jonathan",G,6-2,Jr
2012,44,33,1295655,"Sidote, Steven",G,6-0,Fr
2012,44,24,1183026,"Terry, Steven",G,6-1,Jr
2012,44,93,1295656,"Wood, Wes",G,6-2,Fr
2012,45,3,1181497,"Boyen, Connor",G,6-1,So
2012,45,32,1079304,"Braithwaite, Russell",F,6-3,Jr
2012,45,10,968338,"Florio, Matt",G,6-0,Sr
2012,45,25,1079305,"Foley, Peter",F,6-5,Jr
2012,45,11,1181498,"Irmas, Aaron",G,6-1,So
2012,45,4,1295673,"Mack, David",F,6-6,Fr
2012,45,20,1295675,"McClung, Sean",F,6-4,Fr
2012,45,12,1079306,"Mcdermott, Marcus",G,5-10,Jr
2012,45,15,1295674,"Messinger, Zac",F,6-4,So
2012,45,34,968343,"Noonan, Kris",F,6-5,Sr
2012,45,31,1181502,"Palazini, Matt",G,6-3,So
2012,45,21,1079307,"Rudolph, Alex",F,6-4,Jr
2012,45,22,1181500,"Russell, Colin",F,6-5,So
2012,45,44,1295677,"Stowe, Ryan",G,6-2,Fr
2012,45,30,1181501,"Warren, David",,-,N/A
2012,45,42,1295676,"Wickey, John",F,6-7,Fr
2012,45,33,1181503,"Zavertnik, Joe",F,6-7,So
2012,46,23,1078976,"Ameen, Chris",F,6-6,Jr
2012,46,15,1179962,"Baughman, Kyle",G,6-1,So
2012,46,22,1078977,"Branchick, Scott",F,6-3,Jr
2012,46,3,969621,"Cabbil, Promis",G,5-9,Sr
2012,46,34,1298813,"Crossen, Reid",C,6-6,Fr
2012,46,2,1298810,"Crowe, Jaron",G,6-0,Fr
2012,46,40,1179967,"Delaney, Blake",F,6-5,So
2012,46,10,1298811,"Dennis, Matt",F,6-5,Fr
2012,46,12,1179961,"Fairhurst, Grant",G,6-2,So
2012,46,42,1298814,"Ferrell, Tyler",,6-7,N/A
2012,46,21,1298812,"Ingle, Josh",F,6-6,Fr
2012,46,20,1179963,"Krakowiak, Kevin",G,6-5,So
2012,46,24,1179964,"Payne, Kyle",F,6-6,So
2012,46,30,1078980,"Rothermel, Sean",F,6-5,Jr
2012,46,14,1078920,"Schmidt, Brandon",G,6-3,Jr
2012,46,44,1179969,"Selmek, Aaron",C,6-9,So
2012,46,33,1179966,"Simpson, Skyler",F,6-7,So
2012,46,1,1298809,"Solden, Matt",F,6-3,Fr
2012,46,32,1179965,"Umbel, Ben",G,6-2,Jr
2012,46,25,1078921,"Voiers, Scott",G,6-3,Sr
2012,47,11,1281846,"Adeoye, Aaron",F,6-6,Fr
2012,47,32,1176732,"Berry, Jesse",G,6-2,So
2012,47,20,1176731,"Bond, Chris",F,6-4,So
2012,47,5,1281845,"Chapman, Zeke",G,6-2,Fr
2012,47,3,954792,"Davis, Randy",G,5-11,Sr
2012,47,50,954799,"Fields, Zach",C,6-10,Jr
2012,47,45,954798,"Jones, Jarrod",F,6-9,Sr
2012,47,2,1176728,"Kamieniecki, Matt",F,6-9,So
2012,47,34,1176733,"Koch, Tyler",F,6-4,Jr
2012,47,12,1398751,"Robinson, Tyrae",G,6-2,So
2012,47,4,1066024,"Scaife, Jauwan",G,6-2,Jr
2012,47,23,954796,"Sneed, Pierre",G,6-4,Sr
2012,48,24,1290202,"Bowen, Cedrick",F,6-5,Fr
2012,48,42,1290205,"Bowne, Harrison",F,6-6,Fr
2012,48,12,1179360,"Deter, Mitchell",G,6-3,So
2012,48,33,1179365,"Dorleus, Greg",F,6-9,Fr
2012,48,15,1290198,"Gombwer, Paul",F,6-6,Fr
2012,48,20,1179361,"Grier, Chris",G,6-3,So
2012,48,0,1290189,"Harper, Arlon",G,6-1,Fr
2012,48,11,1179359,"Kennedy, Matt",G,6-3,So
2012,48,1,963603,"Martin, Kelvin",F,6-5,Sr
2012,48,23,1290201,"Muo, Mathiang",F,6-5,Jr
2012,48,5,1290193,"Nimley, Saah",G,5-8,Fr
2012,48,30,1179364,"Odom, Thomas",G,6-3,So
2012,48,10,1070203,"Sexton, Jeremy",G,6-2,Jr
2012,48,2,1070202,"Stephens, Theron",G,5-9,So
2012,48,4,1179358,"Strickland, Sheldon",G,6-0,So
2012,48,14,1290197,"Williams, Joe",F,6-5,Jr
2012,48,21,1290200,"Williams, Dominique",F,6-3,Fr
2012,49,45,1185234,"Bennett, Emory",C,6-7,Fr
2012,49,10,1185235,"Bolanos, Derrick",G,5-11,So
2012,49,24,1286406,"Dwaine, Damien",F,6-4,Fr
2012,49,1,1286401,"Eckblom, Greg",G,6-5,Fr
2012,49,11,1286403,"Edwards, Jermaine",F,6-5,Jr
2012,49,4,1286402,"Hunt, Toure",G,5-10,Fr
2012,49,25,1185232,"Llaneras, Jason",G,6-3,Fr
2012,49,21,1286404,"McCoy, Justin",G,5-11,Jr
2012,49,32,1286407,"Palmer, Keion",C,6-9,So
2012,49,2,1076401,"Raymonvil, Vladimir",G,5-10,Jr
2012,49,22,1286405,"Renfro, Chad",G,6-4,Jr
2012,49,14,1185233,"Van Cott, Bryan",F,6-4,Jr
2012,49,5,954647,"Visinkis, Bartas",F,6-7,Sr
2012,49,3,1076402,"White, Evan",G,6-0,Sr
2012,49,23,1185231,"Williams, Levon",G,6-2,So
2012,50,24,1073363,"Bogdanovich, Ed",C,6-5,Jr
2012,50,13,1073362,"Brust, Mark",G,6-1,Jr
2012,50,30,1296650,"Buck, Caleb",C,6-5,Fr
2012,50,4,965265,"Christian, Reid",F,6-4,Sr
2012,50,21,1185155,"Conway, Justin",F,6-3,So
2012,50,11,1185156,"Cunningham, Sean",F,6-4,So
2012,50,5,1185152,"Furbush, Will",G,6-1,Sr
2012,50,32,1298826,"Gartley, Taylor",C,6-5,Jr
2012,50,31,1296651,"Kaubris, Cameron",G,6-0,Fr
2012,50,22,1073360,"Lentini, Kevin",F,6-4,Jr
2012,50,15,1185154,"Matarazzo, Luke",G,5-9,So
2012,50,10,1185153,"Murphy, Derek",G,5-10,So
2012,50,12,1296648,"Murphy, John",G,6-1,Jr
2012,50,3,965268,"Philbrook, Kyle",G,6-0,Sr
2012,50,42,1299728,"Philpott, Adam",G,6-4,Fr
2012,50,33,1296652,"Safford, Graham",G,6-1,Fr
2012,50,23,1296649,"Selmon, Billy",G,6-1,Fr
2012,50,34,965269,"Squires, John",F,6-8,Sr
2012,50,50,965270,"Weston, Ryan",C,6-6,Sr
2012,51,4,911601,"Acy, Quincy",F,6-7,Sr
2012,51,14,1509968,"Bello, Deuce",G,6-4,Fr
2012,51,3,844804,"Ellis, Fred",F,6-6,Sr
2012,51,0,1285196,"Franklin, Gary",G,6-2,So
2012,51,5,1175876,"Heslip, Brady",G,6-2,So
2012,51,55,1285197,"Jackson, Pierre",G,5-10,Jr
2012,51,34,1067933,"Jefferson, Cory",F,6-9,So
2012,51,41,911602,"Jones, Anthony",F,6-10,Sr
2012,51,1,1175877,"Jones III, Perry",F,6-11,So
2012,51,20,1285198,"Lowery, Logan",F,6-6,So
2012,51,30,1285199,"Miller, Quincy",F,6-9,Fr
2012,51,11,1175879,"Morgan, J'mison",C,6-11,Sr
2012,51,2,1181837,"Neubert, Jacob",F,6-5,Jr
2012,51,22,1067935,"Walton, A.J.",G,6-1,Jr
2012,52,21,1287643,"Asihene, Stephen",F,6-7,Fr
2012,52,24,1287644,"Burton, Ryan",F,6-7,Fr
2012,52,20,1188782,"Carree, Kris",G,6-2,Sr
2012,52,5,1066558,"Dowe, Chris",G,6-2,Jr
2012,52,25,1188784,"Hamann, Tony",F,6-6,So
2012,52,3,957558,"Hobbs, Braydon",G,6-5,Sr
2012,52,32,1287641,"Johnson, Jelani",G,6-5,Jr
2012,52,23,1188781,"Jones, Keisten",G,6-3,So
2012,52,4,1287648,"Kendle, Jeremy",G,6-2,Jr
2012,52,33,1188786,"Loveless, Stevie",F,6-6,So
2012,52,10,1287642,"Maynard, Corbin",G,5-10,Fr
2012,52,25,1307592,"Parker, Gentry",,-,N/A
2012,52,15,1287640,"Phares, Richie",F,6-8,So
2012,52,12,1066559,"Robinson, Aaron",F,6-6,Sr
2012,52,11,1287649,"Ross, Garett",G,6-3,Fr
2012,52,31,957563,"Sprague, Luke",F,6-8,Sr
2012,52,14,1302784,"Whitton, Jeff",F,6-3,Fr
2012,52,22,1287650,"Wilkison, Julian",G,6-1,Jr
2012,53,1,1075827,"Bremner, David",F,6-5,Sr
2012,53,23,1174419,"Bremner, Chris",G,6-2,So
2012,53,34,1174422,"Butke, Tyler",F,6-5,So
2012,53,30,1174420,"Carlson, Mitch",G,6-1,So
2012,53,35,1303786,"Coromelas, Joseph",F,6-3,Jr
2012,53,13,1174415,"Dowden, Steve",G,6-2,So
2012,53,24,970444,"Hackbart, Matthew",G,6-2,Sr
2012,53,32,970445,"Horton, Michael",G,6-1,Sr
2012,53,11,1290504,"Horvath, Tyler",G,6-2,Fr
2012,53,21,1290507,"King, Max",G,6-1,So
2012,53,4,1290503,"Kiser, BJ",G,6-4,Fr
2012,53,10,1174418,"Knudtson, Brandon",G,5-10,So
2012,53,42,1174423,"Lazarcik, James",F,6-5,So
2012,53,3,1174413,"Poshepny, Joe",G,6-2,So
2012,53,20,1290506,"Sanderson, Seth",G,6-3,Fr
2012,53,14,1290505,"Shamsid-Deen, Ahmad",G,5-11,Fr
2012,53,22,970448,"Towns, Travis",F,6-5,Sr
2012,53,15,1174417,"Wieseman, Laramie",G,6-3,So
2012,54,5,1065778,"Berthene, David",F,6-9,Jr
2012,54,13,1318925,"Cassidy, Pat",,-,N/A
2012,54,1,1289249,"Crockrell, Dermaine",G,6-1,Fr
2012,54,10,1289250,"Edwards, Jason",G,5-9,Jr
2012,54,34,1172917,"Ellisor, James",F,6-5,Sr
2012,54,25,1289252,"Floyd, Dillon",F,6-9,Fr
2012,54,44,1172912,"Kinnell, Ryan",C,6-10,Sr
2012,54,12,1065770,"Krebs, Jon",G,6-5,Jr
2012,54,11,1318924,"Lindstrom, Jake",,-,N/A
2012,54,3,1172914,"Noreen, Zach",F,6-6,So
2012,54,2,1065768,"Rongstad, Lance",G,6-3,Jr
2012,54,4,1172915,"Rosenbloom, Maxie",F,6-5,So
2012,54,24,1172913,"Schalow, Jake",G,6-4,So
2012,54,15,1289251,"Tesdahl, Brock",G,6-0,Fr
2012,54,32,953479,"Tesdahl, Bryce",G,6-3,Sr
2012,54,14,1065777,"Walters, Mason",F,6-7,Jr
2012,55,34,1287200,"Adkins, Lamar",F,6-8,So
2012,55,14,1179604,"Albright, Antrjuan",G,6-3,Sr
2012,55,25,1300961,"Beaty, Tydran",F,6-6,Jr
2012,55,12,1073393,"Bell, Cassius",G,6-2,Jr
2012,55,22,1301901,"Brailsford, David",G,6-2,So
2012,55,5,1190437,"Collier, Xavier",G,5-10,Jr
2012,55,35,1287205,"Davis, Lynden",F,6-6,Jr
2012,55,52,1300962,"Eichelberger, Trevor",F,6-9,Jr
2012,55,24,1299515,"Elmore, Allen",G,5-8,Fr
2012,55,50,1191123,"Goode, Marcus",C,6-10,Jr
2012,55,10,1190439,"Herring, Brandon",G,6-2,Sr
2012,55,32,1287208,"Jackson, Rickie",G,6-4,Jr
2012,55,22,1287209,"Peeples, Justin",G,5-10,So
2012,55,23,1287210,"Rucker, Chance",G,6-3,So
2012,55,33,965427,"Taylor, Charles",G,6-3,Jr
2012,55,30,1179603,"Young, Mark",G,6-1,Sr
2012,56,13,1288853.0,"Carpenter, Kevin",G,5-10,Fr
2012,56,12,1288852.0,"Cheshul, Jate",F,6-4,Fr
2012,56,14,,"Davis, Darius",G,6-3,Fr
2012,56,15,1178172.0,"Grassa, Jasper",G,5-11,So
2012,56,10,1178171.0,"Guillette, D.J.",G,6-3,So
2012,56,11,1065493.0,"Jacques, Greg",G,5-9,Jr
2012,56,25,960636.0,"Kettl, Kevin",F,6-5,Sr
2012,56,20,1288855.0,"Koury, J.P.",F,6-4,Fr
2012,56,21,1065496.0,"Laurent, Mikerson",G,6-1,Jr
2012,56,31,1178175.0,"LeClerc, Sam",G,6-1,Sr
2012,56,22,1178173.0,"Moore, Jacob",F,6-5,So
2012,56,34,1065498.0,"O'Keefe, Dan",F,6-5,Jr
2012,56,33,1288856.0,"Shaw, Andrew",F,6-5,Fr
2012,56,24,1065497.0,"Topercer, Mike",G,6-3,Jr
2012,58,1,961961,"Abbatiello, Mickey",G,5-11,Sr
2012,58,20,858885,"Beauchamp, Chris",G,6-1,Sr
2012,58,3,1066061,"Berliner, Jason",G,6-3,Jr
2012,58,15,1292719,"Douglas, Sean",G,5-10,Fr
2012,58,21,1183504,"Elfassi, Adam",F,6-4,Fr
2012,58,5,1292717,"Flagler, Les",C,5-10,Fr
